FID,FeedTime,CowTag,CurrentCup,MaxCups,CurrentPeriod,MaxPeriods,CupDelay,PeriodDelay,FoodType
1,5/17/24 5:46,000000000840003234513888,4,5,2,6,40,7200,1
1,5/17/24 5:47,000000000840003234513888,5,5,2,6,40,7200,1
1,5/17/24 5:50,000000000840003250681666,2,5,2,6,40,7200,1
1,5/17/24 5:52,000000000840003250681333,1,5,3,6,40,7200,1
1,5/17/24 5:57,000000000840003250681222,1,5,1,6,40,7200,1
1,5/17/24 5:58,000000000840003250681222,2,5,1,6,40,7200,1
1,5/17/24 6:05,000000000840003250681333,1,5,2,6,40,7200,1
1,5/17/24 6:06,000000000840003250681333,2,5,2,6,40,7200,1
1,5/17/24 6:07,000000000840003250681333,3,5,2,6,40,7200,1
1,5/17/24 6:08,000000000840003250681555,1,5,1,6,40,7200,1
1,5/17/24 6:08,000000000840003250681333,4,5,2,6,40,7200,1
1,5/17/24 6:08,000000000840003250681333,5,5,2,6,40,7200,1
1,5/17/24 6:11,000000000840003250681222,1,5,1,6,40,7200,1
1,5/17/24 6:12,000000000840003250681222,2,5,1,6,40,7200,1
1,5/17/24 6:12,000000000840003250681222,3,5,1,6,40,7200,1
1,5/17/24 6:13,000000000840003250681222,4,5,1,6,40,7200,1
1,5/17/24 6:14,000000000840003250681222,5,5,1,6,40,7200,1
1,5/17/24 6:31,000000000840003250681333,2,5,3,6,40,7200,1
1,5/17/24 6:32,000000000840003250681333,3,5,3,6,40,7200,1
1,5/17/24 6:33,000000000840003250681333,4,5,3,6,40,7200,1
1,5/17/24 6:34,000000000840003250681333,5,5,3,6,40,7200,1
1,5/17/24 6:41,000000000840003250681666,3,5,2,6,40,7200,1
1,5/17/24 6:42,000000000840003250681666,4,5,2,6,40,7200,1
1,5/17/24 6:43,000000000840003250681666,5,5,2,6,40,7200,1
1,5/17/24 6:56,000000000840003250681888,1,5,2,6,40,7200,1
1,5/17/24 6:57,000000000840003250681888,2,5,2,6,40,7200,1
1,5/17/24 6:58,000000000840003250681888,3,5,2,6,40,7200,1
1,5/17/24 6:59,000000000840003250681888,4,5,2,6,40,7200,1
1,5/17/24 7:00,000000000840003250681888,5,5,2,6,40,7200,1
1,5/17/24 7:08,000000000840003250681555,1,5,1,6,40,7200,1
1,5/17/24 7:09,000000000840003250681111,1,5,1,6,40,7200,1
1,5/17/24 7:10,000000000840003250681111,2,5,1,6,40,7200,1
1,5/17/24 7:11,000000000840003250681111,3,5,1,6,40,7200,1
1,5/17/24 7:13,000000000840003250681111,4,5,1,6,40,7200,1
1,5/17/24 8:24,000000000840003234513777,1,5,2,6,40,7200,1
1,5/17/24 8:25,000000000840003234513777,2,5,2,6,40,7200,1
1,5/17/24 8:26,000000000840003234513777,3,5,2,6,40,7200,1
1,5/17/24 8:27,000000000840003234513777,4,5,2,6,40,7200,1
1,5/17/24 8:27,000000000840003234513777,5,5,2,6,40,7200,1
1,5/17/24 8:40,000000000840003250681666,1,5,3,6,40,7200,1
1,5/17/24 8:41,000000000840003250681666,2,5,3,6,40,7200,1
1,5/17/24 8:42,000000000840003250681666,3,5,3,6,40,7200,1
1,5/17/24 8:45,000000000840003250681666,1,5,3,6,40,7200,1
1,5/17/24 8:46,000000000840003250681666,2,5,3,6,40,7200,1
1,5/17/24 8:46,000000000840003250681666,3,5,3,6,40,7200,1
1,5/17/24 8:48,000000000840003250681666,4,5,3,6,40,7200,1
1,5/17/24 8:49,000000000840003250681666,5,5,3,6,40,7200,1
1,5/17/24 8:52,000000000840003250681333,1,5,4,6,40,7200,1
1,5/17/24 9:01,000000000840003250681777,1,5,2,6,40,7200,1
1,5/17/24 9:02,000000000840003250681666,4,5,3,6,40,7200,1
1,5/17/24 9:03,000000000840003250681666,5,5,3,6,40,7200,1
1,5/17/24 9:14,000000000840003250681222,1,5,2,6,40,7200,1
1,5/17/24 9:15,000000000840003250681222,2,5,2,6,40,7200,1
1,5/17/24 9:16,000000000840003250681222,3,5,2,6,40,7200,1
1,5/17/24 9:16,000000000840003250681222,4,5,2,6,40,7200,1
1,5/17/24 9:23,000000000840003250681777,2,5,2,6,40,7200,1
1,5/17/24 9:24,000000000840003250681777,3,5,2,6,40,7200,1
1,5/17/24 9:25,000000000840003250681777,4,5,2,6,40,7200,1
1,5/17/24 9:26,000000000840003250681777,5,5,2,6,40,7200,1
1,5/17/24 9:36,000000000840003250681444,1,5,3,6,40,7200,1
1,5/17/24 9:43,000000000840003250681333,1,5,3,6,40,7200,1
1,5/17/24 9:44,000000000840003250681333,2,5,3,6,40,7200,1
1,5/17/24 9:45,000000000840003250681333,3,5,3,6,40,7200,1
1,5/17/24 9:45,000000000840003250681333,4,5,3,6,40,7200,1
1,5/17/24 9:46,000000000840003250681333,5,5,3,6,40,7200,1
1,5/17/24 9:59,000000000840003250681555,1,5,1,6,40,7200,1
1,5/17/24 10:00,000000000840003250681555,2,5,1,6,40,7200,1
1,5/17/24 10:01,000000000840003250681555,3,5,1,6,40,7200,1
1,5/17/24 10:02,000000000840003250681555,4,5,1,6,40,7200,1
1,5/17/24 10:04,000000000840003250681555,5,5,1,6,40,7200,1
1,5/17/24 10:20,000000000840003250681999,1,5,2,6,40,7200,1
1,5/17/24 10:21,000000000840003250681999,2,5,2,6,40,7200,1
1,5/17/24 10:22,000000000840003250681999,3,5,2,6,40,7200,1
1,5/17/24 10:23,000000000840003250681999,4,5,2,6,40,7200,1
1,5/17/24 10:23,000000000840003234513888,1,5,3,6,40,7200,1
1,5/17/24 10:24,000000000840003234513888,2,5,3,6,40,7200,1
1,5/17/24 10:25,000000000840003234513888,3,5,3,6,40,7200,1
1,5/17/24 10:26,000000000840003234513888,4,5,3,6,40,7200,1
1,5/17/24 10:27,000000000840003234513888,5,5,3,6,40,7200,1
1,5/17/24 10:29,000000000840003250681999,5,5,2,6,40,7200,1
1,5/17/24 10:45,000000000840003250681222,5,5,2,6,40,7200,1
1,5/17/24 10:52,000000000840003250681888,1,5,3,6,40,7200,1
1,5/17/24 10:53,000000000840003250681888,2,5,3,6,40,7200,1
1,5/17/24 10:56,000000000840003250681666,1,5,2,6,40,7200,1
1,5/17/24 10:57,000000000840003250681666,2,5,2,6,40,7200,1
1,5/17/24 10:58,000000000840003250681666,3,5,2,6,40,7200,1
1,5/17/24 10:58,000000000840003250681666,4,5,2,6,40,7200,1
1,5/17/24 10:59,000000000840003250681666,5,5,2,6,40,7200,1
1,5/17/24 11:07,000000000840003250681888,3,5,3,6,40,7200,1
1,5/17/24 11:07,000000000840003250681888,4,5,3,6,40,7200,1
1,5/17/24 11:08,000000000840003250681888,5,5,3,6,40,7200,1
1,5/17/24 11:19,000000000840003250681666,1,5,4,6,40,7200,1
1,5/17/24 11:19,000000000840003250681666,2,5,4,6,40,7200,1
1,5/17/24 11:20,000000000840003250681666,3,5,4,6,40,7200,1
1,5/17/24 11:21,000000000840003250681666,4,5,4,6,40,7200,1
1,5/17/24 11:22,000000000840003250681666,5,5,4,6,40,7200,1
1,5/17/24 11:26,000000000840003250681222,1,5,3,6,40,7200,1
1,5/17/24 11:27,000000000840003250681222,2,5,3,6,40,7200,1
1,5/17/24 11:27,000000000840003250681222,3,5,3,6,40,7200,1
1,5/17/24 11:28,000000000840003250681222,4,5,3,6,40,7200,1
1,5/17/24 11:29,000000000840003250681222,5,5,3,6,40,7200,1
1,5/17/24 11:59,000000000840003250681666,1,5,4,6,40,7200,1
1,5/17/24 11:59,000000000840003250681666,2,5,4,6,40,7200,1
1,5/17/24 12:00,000000000840003250681666,3,5,4,6,40,7200,1
1,5/17/24 12:01,000000000840003250681666,4,5,4,6,40,7200,1
1,5/17/24 12:02,000000000840003250681666,5,5,4,6,40,7200,1
1,5/17/24 12:06,000000000840003250681111,1,5,2,6,40,7200,1
1,5/17/24 12:07,000000000840003250681111,2,5,2,6,40,7200,1
1,5/17/24 12:08,000000000840003250681111,3,5,2,6,40,7200,1
1,5/17/24 12:08,000000000840003250681111,4,5,2,6,40,7200,1
1,5/17/24 12:09,000000000840003250681111,5,5,2,6,40,7200,1
1,5/17/24 12:13,000000000840003250681333,1,5,5,6,40,7200,1
1,5/17/24 12:14,000000000840003250681333,2,5,5,6,40,7200,1
1,5/17/24 12:15,000000000840003250681333,3,5,5,6,40,7200,1
1,5/17/24 12:15,000000000840003250681333,4,5,5,6,40,7200,1
1,5/17/24 12:16,000000000840003250681333,5,5,5,6,40,7200,1
1,5/17/24 12:31,000000000840003234513888,1,5,4,6,40,7200,1
1,5/17/24 12:32,000000000840003234513888,2,5,4,6,40,7200,1
1,5/17/24 12:33,000000000840003234513888,3,5,4,6,40,7200,1
1,5/17/24 12:34,000000000840003234513888,4,5,4,6,40,7200,1
1,5/17/24 12:40,000000000840003234513777,1,5,3,6,40,7200,1
1,5/17/24 12:41,000000000840003234513777,2,5,3,6,40,7200,1
1,5/17/24 12:42,000000000840003234513777,3,5,3,6,40,7200,1
1,5/17/24 13:04,000000000840003250681666,1,5,1,6,40,7200,1
1,5/17/24 13:18,000000000840003250681777,1,5,3,6,40,7200,1
1,5/17/24 13:18,000000000840003250681777,2,5,3,6,40,7200,1
1,5/17/24 13:19,000000000840003250681777,3,5,3,6,40,7200,1
1,5/17/24 13:20,000000000840003250681777,4,5,3,6,40,7200,1
1,5/17/24 13:21,000000000840003250681777,5,5,3,6,40,7200,1
1,5/17/24 13:49,000000000840003250681555,1,5,2,6,40,7200,1
1,5/17/24 13:51,000000000840003234513777,4,5,3,6,40,7200,1
1,5/17/24 13:51,000000000840003234513777,5,5,3,6,40,7200,1
1,5/17/24 13:53,000000000840003250681444,1,5,4,6,40,7200,1
1,5/17/24 13:54,000000000840003250681444,2,5,4,6,40,7200,1
1,5/17/24 13:55,000000000840003250681444,3,5,4,6,40,7200,1
1,5/17/24 13:55,000000000840003250681444,4,5,4,6,40,7200,1
1,5/17/24 13:56,000000000840003250681444,5,5,4,6,40,7200,1
1,5/17/24 14:09,000000000840003250681222,1,5,3,6,40,7200,1
1,5/17/24 14:09,000000000840003250681222,2,5,3,6,40,7200,1
1,5/17/24 14:10,000000000840003250681333,1,5,4,6,40,7200,1
1,5/17/24 14:11,000000000840003250681333,2,5,4,6,40,7200,1
1,5/17/24 14:12,000000000840003250681333,3,5,4,6,40,7200,1
1,5/17/24 14:12,000000000840003250681333,4,5,4,6,40,7200,1
1,5/17/24 14:13,000000000840003250681333,5,5,4,6,40,7200,1
1,5/17/24 14:28,000000000840003250681222,3,5,3,6,40,7200,1
1,5/17/24 14:29,000000000840003250681222,4,5,3,6,40,7200,1
1,5/17/24 14:30,000000000840003250681222,5,5,3,6,40,7200,1
1,5/17/24 14:33,000000000840003250681222,1,5,2,6,40,7200,1
1,5/17/24 14:33,000000000840003250681222,2,5,2,6,40,7200,1
1,5/17/24 14:34,000000000840003250681222,3,5,2,6,40,7200,1
1,5/17/24 14:35,000000000840003250681222,4,5,2,6,40,7200,1
1,5/17/24 14:36,000000000840003250681222,5,5,2,6,40,7200,1
1,5/17/24 14:37,000000000840003250681888,1,5,4,6,40,7200,1
1,5/17/24 14:38,000000000840003250681888,2,5,4,6,40,7200,1
1,5/17/24 14:39,000000000840003250681888,3,5,4,6,40,7200,1
1,5/17/24 14:40,000000000840003250681888,4,5,4,6,40,7200,1
1,5/17/24 14:45,000000000840003250681111,1,5,3,6,40,7200,1
1,5/17/24 14:46,000000000840003250681999,1,5,3,6,40,7200,1
1,5/17/24 14:47,000000000840003250681999,2,5,3,6,40,7200,1
1,5/17/24 14:48,000000000840003250681999,3,5,3,6,40,7200,1
1,5/17/24 14:49,000000000840003250681999,4,5,3,6,40,7200,1
1,5/17/24 14:50,000000000840003250681999,5,5,3,6,40,7200,1
1,5/17/24 14:53,000000000840003250681666,1,5,5,6,40,7200,1
1,5/17/24 14:54,000000000840003250681666,2,5,5,6,40,7200,1
1,5/17/24 14:54,000000000840003250681666,3,5,5,6,40,7200,1
1,5/17/24 14:55,000000000840003250681666,4,5,5,6,40,7200,1
1,5/17/24 14:58,000000000840003250681666,5,5,5,6,40,7200,1
1,5/17/24 15:14,000000000840003250681444,1,5,1,6,40,7200,1
1,5/17/24 15:15,000000000840003250681111,2,5,3,6,40,7200,1
1,5/17/24 15:16,000000000840003250681111,3,5,3,6,40,7200,1
1,5/17/24 15:17,000000000840003250681111,4,5,3,6,40,7200,1
1,5/17/24 15:17,000000000840003250681111,5,5,3,6,40,7200,1
1,5/17/24 15:22,000000000840003250681222,1,5,4,6,40,7200,1
1,5/17/24 15:23,000000000840003250681222,2,5,4,6,40,7200,1
1,5/17/24 15:24,000000000840003250681222,3,5,4,6,40,7200,1
1,5/17/24 15:24,000000000840003250681222,4,5,4,6,40,7200,1
1,5/17/24 15:25,000000000840003250681222,5,5,4,6,40,7200,1
1,5/17/24 15:37,000000000840003234513888,1,5,5,6,40,7200,1
1,5/17/24 15:38,000000000840003234513888,2,5,5,6,40,7200,1
1,5/17/24 15:39,000000000840003234513888,3,5,5,6,40,7200,1
1,5/17/24 15:40,000000000840003234513888,4,5,5,6,40,7200,1
1,5/17/24 15:41,000000000840003234513888,5,5,5,6,40,7200,1
1,5/17/24 16:20,000000000840003250681555,1,5,2,6,40,7200,1
1,5/17/24 16:24,000000000840003250681333,1,5,5,6,40,7200,1
1,5/17/24 16:25,000000000840003250681333,2,5,5,6,40,7200,1
1,5/17/24 16:29,000000000840003250681444,1,5,5,6,40,7200,1
1,5/17/24 16:30,000000000840003250681444,2,5,5,6,40,7200,1
1,5/17/24 16:31,000000000840003250681444,3,5,5,6,40,7200,1
1,5/17/24 16:31,000000000840003250681444,4,5,5,6,40,7200,1
1,5/17/24 16:32,000000000840003250681444,5,5,5,6,40,7200,1
1,5/17/24 16:36,000000000840003250681333,1,5,6,6,40,7200,1
1,5/17/24 16:36,000000000840003250681333,2,5,6,6,40,7200,1
1,5/17/24 16:37,000000000840003250681333,3,5,6,6,40,7200,1
1,5/17/24 16:38,000000000840003250681333,4,5,6,6,40,7200,1
1,5/17/24 16:39,000000000840003250681666,1,5,5,6,40,7200,1
1,5/17/24 16:41,000000000840003250681333,5,5,6,6,40,7200,1
1,5/17/24 16:41,000000000840003250681666,2,5,5,6,40,7200,1
1,5/17/24 16:42,000000000840003250681666,3,5,5,6,40,7200,1
1,5/17/24 16:43,000000000840003250681666,4,5,5,6,40,7200,1
1,5/17/24 16:52,000000000840003250681777,1,5,4,6,40,7200,1
1,5/17/24 16:53,000000000840003250681777,2,5,4,6,40,7200,1
1,5/17/24 16:54,000000000840003250681777,3,5,4,6,40,7200,1
1,5/17/24 16:55,000000000840003250681777,4,5,4,6,40,7200,1
1,5/17/24 16:55,000000000840003250681555,1,5,2,6,40,7200,1
1,5/17/24 16:56,000000000840003250681555,2,5,2,6,40,7200,1
1,5/17/24 16:57,000000000840003250681555,3,5,2,6,40,7200,1
1,5/17/24 16:57,000000000840003250681555,4,5,2,6,40,7200,1
1,5/17/24 16:58,000000000840003250681555,5,5,2,6,40,7200,1
1,5/17/24 17:01,000000000840003250681777,5,5,4,6,40,7200,1
1,5/17/24 17:09,000000000840003250681666,5,5,5,6,40,7200,1
1,5/17/24 17:35,000000000840003250681555,1,5,2,6,40,7200,1
1,5/17/24 18:00,000000000840003250681555,2,5,2,6,40,7200,1
1,5/17/24 18:21,000000000840003250681555,1,5,3,6,40,7200,1
1,5/17/24 18:22,000000000840003250681555,2,5,3,6,40,7200,1
1,5/17/24 18:27,000000000840003250681111,1,5,4,6,40,7200,1
1,5/17/24 18:27,000000000840003250681111,2,5,4,6,40,7200,1
1,5/17/24 18:29,000000000840003250681111,3,5,4,6,40,7200,1
1,5/17/24 18:29,000000000840003250681111,4,5,4,6,40,7200,1
1,5/17/24 18:30,000000000840003250681111,5,5,4,6,40,7200,1
1,5/17/24 18:31,000000000840003250681666,1,5,3,6,40,7200,1
1,5/17/24 18:32,000000000840003250681666,2,5,3,6,40,7200,1
1,5/17/24 18:33,000000000840003250681666,3,5,3,6,40,7200,1
1,5/17/24 18:34,000000000840003250681666,4,5,3,6,40,7200,1
1,5/17/24 18:35,000000000840003250681666,5,5,3,6,40,7200,1
1,5/17/24 18:43,000000000840003250681333,1,5,6,6,40,7200,1
1,5/17/24 18:44,000000000840003250681333,2,5,6,6,40,7200,1
1,5/17/24 18:45,000000000840003250681333,3,5,6,6,40,7200,1
1,5/17/24 18:46,000000000840003250681333,4,5,6,6,40,7200,1
1,5/17/24 18:47,000000000840003250681333,5,5,6,6,40,7200,1
1,5/17/24 18:48,000000000840003250681888,1,5,5,6,40,7200,1
1,5/17/24 18:49,000000000840003250681888,2,5,5,6,40,7200,1
1,5/17/24 18:50,000000000840003250681888,3,5,5,6,40,7200,1
1,5/17/24 18:50,000000000840003250681888,4,5,5,6,40,7200,1
1,5/17/24 18:51,000000000840003250681888,5,5,5,6,40,7200,1
1,5/17/24 19:04,000000000840003234513777,1,5,4,6,40,7200,1
1,5/17/24 19:05,000000000840003234513777,2,5,4,6,40,7200,1
1,5/17/24 19:05,000000000840003234513777,3,5,4,6,40,7200,1
1,5/17/24 19:06,000000000840003234513777,4,5,4,6,40,7200,1
1,5/17/24 19:09,000000000840003250681222,1,5,5,6,40,7200,1
1,5/17/24 19:10,000000000840003250681222,2,5,5,6,40,7200,1
1,5/17/24 19:11,000000000840003250681222,3,5,5,6,40,7200,1
1,5/17/24 19:13,000000000840003250681999,1,5,4,6,40,7200,1
1,5/17/24 19:13,000000000840003250681999,2,5,4,6,40,7200,1
1,5/17/24 19:14,000000000840003250681999,3,5,4,6,40,7200,1
1,5/17/24 19:15,000000000840003250681999,4,5,4,6,40,7200,1
1,5/17/24 19:15,000000000840003250681999,5,5,4,6,40,7200,1
1,5/17/24 19:24,000000000840003250681444,1,5,6,6,40,7200,1
1,5/17/24 19:25,000000000840003250681444,2,5,6,6,40,7200,1
1,5/17/24 19:26,000000000840003250681222,4,5,5,6,40,7200,1
1,5/17/24 19:27,000000000840003250681222,5,5,5,6,40,7200,1
1,5/17/24 19:33,000000000840003250681555,1,5,1,6,40,7200,1
1,5/17/24 19:38,000000000840003250681222,1,5,4,6,40,7200,1
1,5/17/24 19:39,000000000840003250681222,2,5,4,6,40,7200,1
1,5/17/24 19:41,000000000840003250681444,3,5,6,6,40,7200,1
1,5/17/24 19:42,000000000840003250681444,4,5,6,6,40,7200,1
1,5/17/24 19:44,000000000840003250681444,5,5,6,6,40,7200,1
1,5/17/24 19:59,000000000840003234513777,5,5,4,6,40,7200,1
1,5/17/24 20:05,000000000840003250681555,1,5,3,6,40,7200,1
1,5/17/24 20:06,000000000840003250681555,2,5,3,6,40,7200,1
1,5/17/24 20:07,000000000840003250681555,3,5,3,6,40,7200,1
1,5/17/24 20:08,000000000840003250681555,4,5,3,6,40,7200,1
1,5/17/24 20:09,000000000840003250681555,5,5,3,6,40,7200,1
1,5/17/24 20:22,000000000840003250681222,3,5,4,6,40,7200,1
1,5/17/24 20:27,000000000840003250681666,1,5,6,6,40,7200,1
1,5/17/24 20:55,000000000840003250681222,1,5,3,6,40,7200,1
1,5/17/24 20:55,000000000840003250681222,2,5,3,6,40,7200,1
1,5/17/24 20:56,000000000840003250681222,3,5,3,6,40,7200,1
1,5/17/24 20:57,000000000840003250681222,4,5,3,6,40,7200,1
1,5/17/24 20:58,000000000840003250681222,5,5,3,6,40,7200,1
1,5/17/24 21:10,000000000840003250681666,1,5,6,6,40,7200,1
1,5/17/24 21:17,000000000840003250681444,1,5,2,6,40,7200,1
1,5/17/24 21:22,000000000840003250681444,2,5,2,6,40,7200,1
1,5/17/24 21:23,000000000840003250681444,3,5,2,6,40,7200,1
1,5/17/24 21:23,000000000840003250681444,4,5,2,6,40,7200,1
1,5/17/24 21:26,000000000840003250681444,5,5,2,6,40,7200,1
1,5/17/24 21:33,000000000840003250681666,1,5,4,6,40,7200,1
1,5/17/24 21:34,000000000840003250681666,2,5,4,6,40,7200,1
1,5/17/24 21:34,000000000840003250681666,3,5,4,6,40,7200,1
1,5/17/24 21:36,000000000840003250681666,4,5,4,6,40,7200,1
1,5/17/24 21:37,000000000840003250681666,5,5,4,6,40,7200,1
1,5/17/24 21:40,000000000840003250681777,1,5,5,6,40,7200,1
1,5/17/24 21:40,000000000840003250681777,2,5,5,6,40,7200,1
1,5/17/24 21:41,000000000840003250681777,3,5,5,6,40,7200,1
1,5/17/24 21:42,000000000840003250681777,4,5,5,6,40,7200,1
1,5/17/24 21:45,000000000840003250681666,2,5,6,6,40,7200,1
1,5/17/24 21:48,000000000840003250681555,1,5,3,6,40,7200,1
1,5/17/24 21:48,000000000840003250681666,3,5,6,6,40,7200,1
1,5/17/24 21:49,000000000840003250681666,4,5,6,6,40,7200,1
1,5/17/24 21:50,000000000840003250681888,1,5,6,6,40,7200,1
1,5/17/24 21:50,000000000840003250681888,2,5,6,6,40,7200,1
1,5/17/24 21:51,000000000840003250681888,3,5,6,6,40,7200,1
1,5/17/24 21:52,000000000840003250681888,4,5,6,6,40,7200,1
1,5/17/24 21:54,000000000840003250681888,5,5,6,6,40,7200,1
1,5/17/24 21:57,000000000840003250681555,2,5,3,6,40,7200,1
1,5/17/24 21:57,000000000840003250681555,3,5,3,6,40,7200,1
1,5/17/24 21:58,000000000840003250681555,4,5,3,6,40,7200,1
1,5/17/24 21:59,000000000840003250681555,5,5,3,6,40,7200,1
1,5/17/24 22:10,000000000840003250681999,1,5,5,6,40,7200,1
1,5/17/24 22:11,000000000840003250681999,2,5,5,6,40,7200,1
1,5/17/24 22:11,000000000840003250681999,3,5,5,6,40,7200,1
1,5/17/24 22:24,000000000840003250681222,1,5,6,6,40,7200,1
1,5/17/24 22:25,000000000840003250681222,2,5,6,6,40,7200,1
1,5/17/24 22:26,000000000840003250681222,3,5,6,6,40,7200,1
1,5/17/24 22:27,000000000840003250681222,4,5,6,6,40,7200,1
