FID,FeedTime,CowTag,CurrentCup,MaxCups,CurrentPeriod,MaxPeriods,CupDelay,PeriodDelay,FoodType
1,5/13/24 16:34,000000000840003250681777,3,5,2,6,40,7200,1
1,5/13/24 16:43,000000000840003250681555,1,5,1,6,40,7200,1
1,5/13/24 16:47,000000000840003250681777,4,5,2,6,40,7200,1
1,5/13/24 16:49,000000000840003250681777,5,5,2,6,40,7200,1
1,5/13/24 16:53,000000000840003250681222,1,5,2,6,40,7200,1
1,5/13/24 17:01,000000000840003250681666,1,5,2,6,40,7200,1
1,5/13/24 17:01,000000000840003250681666,2,5,2,6,40,7200,1
1,5/13/24 17:02,000000000840003250681666,3,5,2,6,40,7200,1
1,5/13/24 17:03,000000000840003250681666,4,5,2,6,40,7200,1
1,5/13/24 17:04,000000000840003250681666,5,5,2,6,40,7200,1
1,5/13/24 17:04,000000000840003234513777,1,5,3,6,40,7200,1
1,5/13/24 17:05,000000000840003234513888,1,5,1,6,40,7200,1
1,5/13/24 17:05,000000000840003234513777,2,5,3,6,40,7200,1
1,5/13/24 17:07,000000000840003234513777,3,5,3,6,40,7200,1
1,5/13/24 17:09,000000000840003234513888,2,5,1,6,40,7200,1
1,5/13/24 17:10,000000000840003234513888,3,5,1,6,40,7200,1
1,5/13/24 17:12,000000000840003234513888,4,5,1,6,40,7200,1
1,5/13/24 17:13,000000000840003234513888,5,5,1,6,40,7200,1
1,5/13/24 17:17,000000000840003250681666,2,5,2,6,40,7200,1
1,5/13/24 17:17,000000000840003250681333,1,5,2,6,40,7200,1
1,5/13/24 17:18,000000000840003250681333,2,5,2,6,40,7200,1
1,5/13/24 17:27,000000000840003250681333,3,5,2,6,40,7200,1
1,5/13/24 17:28,000000000840003250681333,4,5,2,6,40,7200,1
1,5/13/24 17:29,000000000840003250681333,5,5,2,6,40,7200,1
1,5/13/24 17:54,000000000840003250681333,1,5,2,6,40,7200,1
1,5/13/24 17:55,000000000840003250681333,2,5,2,6,40,7200,1
1,5/13/24 17:56,000000000840003250681333,3,5,2,6,40,7200,1
1,5/13/24 17:57,000000000840003250681333,4,5,2,6,40,7200,1
1,5/13/24 17:57,000000000840003250681333,5,5,2,6,40,7200,1
1,5/13/24 18:42,000000000840003234513777,4,5,3,6,40,7200,1
1,5/13/24 18:43,000000000840003234513777,5,5,3,6,40,7200,1
1,5/13/24 18:50,000000000840003250681666,1,5,3,6,40,7200,1
1,5/13/24 18:52,000000000840003250681222,1,5,4,6,40,7200,1
1,5/13/24 18:53,000000000840003250681222,2,5,4,6,40,7200,1
1,5/13/24 18:54,000000000840003250681222,3,5,4,6,40,7200,1
1,5/13/24 18:55,000000000840003250681222,4,5,4,6,40,7200,1
1,5/13/24 18:56,000000000840003250681222,5,5,4,6,40,7200,1
1,5/13/24 18:58,000000000840003250681666,2,5,3,6,40,7200,1
1,5/13/24 19:00,000000000840003250681666,3,5,3,6,40,7200,1
1,5/13/24 19:02,000000000840003250681666,4,5,3,6,40,7200,1
1,5/13/24 19:05,000000000840003250681666,5,5,3,6,40,7200,1
1,5/13/24 19:22,000000000840003250681555,1,5,1,6,40,7200,1
1,5/13/24 19:25,000000000840003250681555,2,5,1,6,40,7200,1
1,5/13/24 19:28,000000000840003250681555,3,5,1,6,40,7200,1
1,5/13/24 19:30,000000000840003250681555,4,5,1,6,40,7200,1
1,5/13/24 19:34,000000000840003250681777,1,5,1,6,40,7200,1
1,5/13/24 19:35,000000000840003250681777,2,5,1,6,40,7200,1
1,5/13/24 19:37,000000000840003250681555,5,5,1,6,40,7200,1
1,5/13/24 19:40,000000000840003250681666,1,5,3,6,40,7200,1
1,5/13/24 19:41,000000000840003250681666,2,5,3,6,40,7200,1
1,5/13/24 19:42,000000000840003250681666,3,5,3,6,40,7200,1
1,5/13/24 19:46,000000000840003250681777,3,5,1,6,40,7200,1
1,5/13/24 19:48,000000000840003250681777,4,5,1,6,40,7200,1
1,5/13/24 19:53,000000000840003250681777,5,5,1,6,40,7200,1
1,5/13/24 19:57,000000000840003250681666,4,5,3,6,40,7200,1
1,5/13/24 19:58,000000000840003250681666,5,5,3,6,40,7200,1
1,5/13/24 20:10,000000000840003250681333,1,5,3,6,40,7200,1
1,5/13/24 20:10,000000000840003250681333,2,5,3,6,40,7200,1
1,5/13/24 20:11,000000000840003250681333,3,5,3,6,40,7200,1
1,5/13/24 20:12,000000000840003250681333,4,5,3,6,40,7200,1
1,5/13/24 20:12,000000000840003250681333,5,5,3,6,40,7200,1
1,5/13/24 20:22,000000000840003250681111,1,5,2,6,40,7200,1
1,5/13/24 21:08,000000000840003234513777,1,5,4,6,40,7200,1
1,5/13/24 21:08,000000000840003234513777,2,5,4,6,40,7200,1
1,5/13/24 21:09,000000000840003234513777,3,5,4,6,40,7200,1
1,5/13/24 21:10,000000000840003234513777,4,5,4,6,40,7200,1
1,5/13/24 21:11,000000000840003234513777,5,5,4,6,40,7200,1
1,5/13/24 21:12,000000000840003250681333,1,5,3,6,40,7200,1
1,5/13/24 21:13,000000000840003250681333,2,5,3,6,40,7200,1
1,5/13/24 21:14,000000000840003250681333,3,5,3,6,40,7200,1
1,5/13/24 21:14,000000000840003250681555,1,5,2,6,40,7200,1
1,5/13/24 21:17,000000000840003250681333,4,5,3,6,40,7200,1
1,5/13/24 21:19,000000000840003250681333,5,5,3,6,40,7200,1
1,5/13/24 21:41,000000000840003250681222,1,5,2,6,40,7200,1
1,5/13/24 21:43,000000000840003250681999,1,5,3,6,40,7200,1
1,5/13/24 21:44,000000000840003250681555,2,5,2,6,40,7200,1
1,5/13/24 21:45,000000000840003250681555,3,5,2,6,40,7200,1
1,5/13/24 21:45,000000000840003250681555,4,5,2,6,40,7200,1
1,5/13/24 21:48,000000000840003250681999,2,5,3,6,40,7200,1
1,5/13/24 21:49,000000000840003250681999,3,5,3,6,40,7200,1
1,5/13/24 21:49,000000000840003250681999,4,5,3,6,40,7200,1
1,5/13/24 21:51,000000000840003250681999,5,5,3,6,40,7200,1
1,5/13/24 22:15,000000000840003250681666,1,5,4,6,40,7200,1
1,5/13/24 22:16,000000000840003250681888,1,5,2,6,40,7200,1
1,5/13/24 22:17,000000000840003250681888,2,5,2,6,40,7200,1
1,5/13/24 22:19,000000000840003250681666,1,5,4,6,40,7200,1
1,5/13/24 22:20,000000000840003250681666,2,5,4,6,40,7200,1
1,5/13/24 22:21,000000000840003250681666,3,5,4,6,40,7200,1
1,5/13/24 22:21,000000000840003250681666,4,5,4,6,40,7200,1
1,5/13/24 22:24,000000000840003250681666,5,5,4,6,40,7200,1
1,5/13/24 22:36,000000000840003250681888,1,5,1,6,40,7200,1
1,5/13/24 23:05,000000000840003250681777,1,5,3,6,40,7200,1
1,5/13/24 23:11,000000000840003234513777,1,5,5,6,40,7200,1
1,5/13/24 23:12,000000000840003234513777,2,5,5,6,40,7200,1
1,5/13/24 23:12,000000000840003234513777,3,5,5,6,40,7200,1
1,5/13/24 23:13,000000000840003234513777,4,5,5,6,40,7200,1
1,5/13/24 23:14,000000000840003234513777,5,5,5,6,40,7200,1
1,5/13/24 23:35,000000000840003250681777,1,5,2,6,40,7200,1
1,5/13/24 23:36,000000000840003250681777,2,5,2,6,40,7200,1
1,5/13/24 23:37,000000000840003250681777,3,5,2,6,40,7200,1
1,5/13/24 23:38,000000000840003250681777,4,5,2,6,40,7200,1
1,5/13/24 23:40,000000000840003250681777,5,5,2,6,40,7200,1
1,5/13/24 23:53,000000000840003250681555,1,5,2,6,40,7200,1
1,5/13/24 23:54,000000000840003250681555,2,5,2,6,40,7200,1
1,5/13/24 23:55,000000000840003250681555,3,5,2,6,40,7200,1
1,5/13/24 23:57,000000000840003250681555,4,5,2,6,40,7200,1
1,5/14/24 0:00,000000000840003250681666,1,5,1,6,40,7200,1
1,5/14/24 0:01,000000000840003250681666,2,5,1,6,40,7200,1
1,5/14/24 0:01,000000000840003250681666,3,5,1,6,40,7200,1
1,5/14/24 0:02,000000000840003250681666,4,5,1,6,40,7200,1
1,5/14/24 0:03,000000000840003250681666,5,5,1,6,40,7200,1
1,5/14/24 0:07,000000000840003250681333,1,5,1,6,40,7200,1
1,5/14/24 0:13,000000000840003250681333,2,5,1,6,40,7200,1
1,5/14/24 0:14,000000000840003250681333,3,5,1,6,40,7200,1
1,5/14/24 0:14,000000000840003250681333,4,5,1,6,40,7200,1
1,5/14/24 0:17,000000000840003250681333,5,5,1,6,40,7200,1
1,5/14/24 0:35,000000000840003250681333,1,5,1,6,40,7200,1
1,5/14/24 0:36,000000000840003250681333,2,5,1,6,40,7200,1
1,5/14/24 0:37,000000000840003250681333,3,5,1,6,40,7200,1
1,5/14/24 0:37,000000000840003250681333,4,5,1,6,40,7200,1
1,5/14/24 0:38,000000000840003250681333,5,5,1,6,40,7200,1
1,5/14/24 0:39,000000000840003250681555,1,5,1,6,40,7200,1
1,5/14/24 0:43,000000000840003250681555,1,5,1,6,40,7200,1
1,5/14/24 0:44,000000000840003250681555,2,5,1,6,40,7200,1
1,5/14/24 0:44,000000000840003250681555,3,5,1,6,40,7200,1
1,5/14/24 0:45,000000000840003250681555,4,5,1,6,40,7200,1
1,5/14/24 0:46,000000000840003250681555,5,5,1,6,40,7200,1
1,5/14/24 0:49,000000000840003234513888,1,5,1,6,40,7200,1
1,5/14/24 0:50,000000000840003234513888,2,5,1,6,40,7200,1
1,5/14/24 0:51,000000000840003234513888,3,5,1,6,40,7200,1
1,5/14/24 0:52,000000000840003234513888,4,5,1,6,40,7200,1
1,5/14/24 0:53,000000000840003234513888,5,5,1,6,40,7200,1
